t,I,V,variacao_relativa,massa_g,ocr_bruto,estrategia,correcao,rotulo
0.5221696496009827,0.0003066134522669,0.5,-0.0051456382145261,0.0,0.0,nenhuma,ocr_aceito,0
1.0460549592971802,0.0003070194798056,0.5,-0.0038282196052116,0.0,0.0,nenhuma,ocr_aceito,0
1.5699498653411863,0.0003072591498494,0.5,-0.0030505733972189,7.0,7.0,gray_otsu,ocr_aceito,0
2.0938284397125244,0.0003074269043281,0.5,-0.0025062682675444,7.0,7.0,r_otsu,ocr_aceito,0
2.6177244186401367,0.0003075949498452,0.5,-0.0019610188194631,0.0,0.0,nenhuma,ocr_aceito,0
3.1416049003601074,0.0003077341243624,0.5,-0.0015094457573355,0.0,0.0,nenhuma,ocr_aceito,0
3.6655139923095694,0.0003077976580243,0.5,-0.001303301049133,1.0,1.0,r_otsu_dilated,ocr_aceito,0
4.189408779144287,0.0003077847941312,0.5,-0.0013450399227132,7.0,7.0,gray_otsu,ocr_aceito,0
4.713316917419434,0.0003077770816162,0.5,-0.0013700643604931,0.0,0.0,nenhuma,ocr_aceito,0
5.237210273742676,0.0003079531597904,0.5,-0.0007987517243844,7.0,7.0,r_otsu_dilated,ocr_aceito,0
5.761087894439697,0.0003081219620071,0.5,-0.0002510470484454,0.0,0.0,nenhuma,ocr_aceito,0
6.284989356994629,0.0003081791801378,0.5,-6.539404967029832e-05,0.0,0.0,nenhuma,ocr_aceito,0
6.808898448944092,0.0003082806942984,0.5,0.0002639842106185,4.0,4.0,r_otsu_dilated,ocr_aceito,0
7.332804679870605,0.0003083762712776,0.5,0.0005740983754087,7.0,7.0,r_otsu_dilated,ocr_aceito,0
7.856691837310791,0.0003084301424678,0.5,0.0007488917125058,1.0,1.0,r_otsu_dilated,ocr_aceito,0
8.380581855773926,0.0003085080534219,0.5,0.0010016857500038,1.0,1.0,r_otsu_dilated,ocr_aceito,0
8.904460906982422,0.0003084854979533,0.5,0.0009285010734775,7.0,7.0,r_otsu_dilated,ocr_aceito,0
9.428362846374512,0.0003085247590206,0.5,0.0010558896265537,7.0,7.0,r_otsu_dilated,ocr_aceito,0
9.952265739440918,0.0003085034841205,0.5,0.0009868599510172,1.0,1.0,r_otsu_dilated,ocr_aceito,0
10.476157188415527,0.0003086037177126,0.5,0.0013120832103161,71.0,71.0,gray_otsu,ocr_aceito,0
11.000038146972656,0.0003086930373683,0.5,0.0016018945293604,100.0,1.0,r_otsu,snap_1→100,0
11.523969650268556,0.0003087300574406,0.5,0.0017220118307042,100.0,7.0,r_otsu_dilated,snap_7→100,0
12.047859191894531,0.000308804155793,0.5,0.0019624352970733,100.0,7.0,r_otsu_dilated,snap_7→100,0
12.571754455566406,0.0003087236545979,0.5,0.0017012368257548,100.0,7.0,r_otsu_dilated,snap_7→100,0
13.095667839050291,0.0003088615194428,0.5,0.0021485604550519,100.0,7.0,r_otsu_dilated,snap_7→100,0
13.619574546813965,0.0003089343372266,0.5,0.0023848289204311,100.0,0.0,nenhuma,fallback_esperado,0
14.143485069274902,0.0003090751706622,0.5,0.0028417845974774,100.0,0.0,nenhuma,fallback_esperado,0
14.66738986968994,0.0003314859059173,0.5,0.0755568515801067,100.0,0.0,nenhuma,fallback_esperado,0
15.191285133361816,0.0003432699595578,0.5,0.1137920205755649,100.0,0.0,nenhuma,fallback_esperado,0
15.715200424194336,0.0003368085017427,0.5,0.0928268298990282,100.0,0.0,nenhuma,fallback_esperado,0
16.239107131958008,0.0003388540935702,0.5,0.0994640662530016,100.0,0.0,nenhuma,fallback_esperado,0
16.763019561767578,0.0003401045978534,0.5,0.1035215191514619,100.0,0.0,nenhuma,fallback_esperado,0
17.286922454833984,0.0003385229501873,0.5,0.0983896207697545,100.0,0.0,nenhuma,fallback_esperado,0
17.810810089111328,0.0003395222593098,0.5,0.1016320324513131,100.0,0.0,r_raw,fallback_esperado,0
18.334732055664062,0.000340061582392,0.5,0.1033819488909381,100.0,0.0,nenhuma,fallback_esperado,0
18.85861015319824,0.0003401153662707,0.5,0.1035564589325132,100.0,0.0,nenhuma,fallback_esperado,0
19.382492065429688,0.0003426367766223,0.5,0.1117375614497497,100.0,0.0,nenhuma,fallback_esperado,0
19.906368255615234,0.0003451869706623,0.5,0.1200120570574179,100.0,0.0,nenhuma,fallback_esperado,0
20.43028259277344,0.0003452590317465,0.5,0.1202458702949394,200.0,0.0,nenhuma,fallback_esperado,0
20.95415496826172,0.0003453624376561,0.5,0.1205813866248723,200.0,0.0,nenhuma,fallback_esperado,0
21.4780387878418,0.0003471829986665,0.5,0.1264884759867147,200.0,0.0,nenhuma,fallback_esperado,0
22.00191116333008,0.0003478869330137,0.5,0.1287724989172209,200.0,0.0,nenhuma,fallback_esperado,0
22.52578926086425,0.0003584686201065,0.5,0.1631064052787021,200.0,0.0,nenhuma,fallback_esperado,0
23.04966354370117,0.0003638697671703,0.5,0.1806312551356166,200.0,0.0,nenhuma,fallback_esperado,0
23.57357215881348,0.0003681251837406,0.5,0.1944386067205158,200.0,0.0,nenhuma,fallback_esperado,0
24.097436904907227,0.0003707480209413,0.5,0.2029488042025191,200.0,0.0,nenhuma,fallback_esperado,0
24.6213321685791,0.0003730944590643,0.5,0.2105621824935926,200.0,0.0,nenhuma,fallback_esperado,0
25.145214080810547,0.0003767416637856,0.5,0.2223960974719793,200.0,0.0,nenhuma,fallback_esperado,0
25.66912269592285,0.0003771344199776,0.5,0.2236704551619442,200.0,0.0,nenhuma,fallback_esperado,0
26.193010330200195,0.0003784432774409,0.5,0.2279172439009661,200.0,0.0,nenhuma,fallback_esperado,0
26.71693229675293,0.000379744626116,0.5,0.2321396692250928,200.0,0.0,nenhuma,fallback_esperado,0
27.24081039428711,0.0003808463516179,0.5,0.2357143865540013,200.0,0.0,nenhuma,fallback_esperado,0
27.76468086242676,0.0003810532507486,0.5,0.2363857025093892,200.0,0.0,nenhuma,fallback_esperado,0
28.288551330566406,0.0003824902523774,0.5,0.2410482746429213,200.0,0.0,nenhuma,fallback_esperado,0
28.81245231628418,0.0003826657775789,0.5,0.2416177930740571,200.0,0.0,nenhuma,fallback_esperado,0
29.336339950561523,0.0003829585039056,0.5,0.2425675885276078,200.0,0.0,nenhuma,fallback_esperado,0
29.8602294921875,0.0003838662523776,0.5,0.2455129176383899,200.0,0.0,nenhuma,fallback_esperado,0
30.384111404418945,0.0003844227758236,0.5,0.2473186432958563,300.0,0.0,nenhuma,fallback_esperado,0
