t,I,V,variacao_relativa,massa_g,ocr_bruto,estrategia,correcao,rotulo
0.6724915504455566,1.2217151379445568e-05,0.5,0.021627668131368,0.0,0.0,nenhuma,ocr_aceito,0
1.1963597536087036,1.2304393749218434e-05,0.5,0.0289230855347457,0.0,0.0,nenhuma,ocr_aceito,0
1.7202564477920532,1.2264030374353752e-05,0.5,0.0255478027654502,0.0,0.0,nenhuma,ocr_aceito,0
2.244145631790161,1.230295492860023e-05,0.5,0.0288027678839791,0.0,0.0,nenhuma,ocr_aceito,0
2.768038511276245,1.2327104741416406e-05,0.5,0.0308222334849954,0.0,0.0,nenhuma,ocr_aceito,0
3.2919278144836426,1.2374484867905268e-05,0.5,0.0347842739506658,0.0,0.0,nenhuma,ocr_aceito,0
3.815794944763184,1.2320228961471004e-05,0.5,0.0302472641804466,0.0,0.0,nenhuma,ocr_aceito,0
4.339694499969482,1.2365286238491535e-05,0.5,0.0340150623704798,0.0,0.0,nenhuma,ocr_aceito,0
4.863595008850098,1.2407871508912647e-05,0.5,0.0375761454057823,0.0,0.0,nenhuma,ocr_aceito,0
5.387474536895752,1.2422090549080169e-05,0.5,0.0387651758432578,0.0,0.0,nenhuma,ocr_aceito,0
5.911352634429932,1.232787144545e-05,0.5,0.030886347125701,0.0,0.0,nenhuma,ocr_aceito,0
6.435209274291992,1.2319654160819482e-05,0.5,0.0301991979634526,0.0,0.0,nenhuma,ocr_aceito,0
6.959112644195557,1.2414851880748756e-05,0.5,0.0381598609365246,8.0,8.0,gray_otsu,ocr_aceito,0
7.483000755310059,1.2416512618074194e-05,0.5,0.0382987357976497,0.0,0.0,nenhuma,ocr_aceito,0
8.006887435913086,1.2360971595626324e-05,0.5,0.0336542615264613,0.0,0.0,nenhuma,ocr_aceito,0
8.530757904052734,1.2411091120156923e-05,0.5,0.0378453770642614,0.0,0.0,nenhuma,ocr_aceito,0
9.054672241210938,1.2430576134647708e-05,0.5,0.0394747609770462,0.0,0.0,nenhuma,ocr_aceito,0
9.578553199768066,1.2447340850485489e-05,0.5,0.0408766669546583,0.0,0.0,nenhuma,ocr_aceito,0
10.102431297302246,1.2169836736575236e-05,0.5,0.0176711035638361,100.0,0.0,nenhuma,fallback_esperado,0
10.626306533813477,1.2203744518046731e-05,0.5,0.0205065540416387,100.0,0.0,nenhuma,fallback_esperado,0
11.150208473205566,1.2173037248430774e-05,0.5,0.0179387380853583,100.0,0.0,nenhuma,fallback_esperado,0
11.674099922180176,5.349457296688343e-06,0.5,-0.5526654770784988,100.0,0.0,nenhuma,fallback_esperado,0
12.197979927062988,6.014457540004514e-06,0.5,-0.4970565526422425,100.0,0.0,nenhuma,fallback_esperado,0
12.72185516357422,5.912605956837069e-06,0.5,-0.5055736277095049,100.0,0.0,nenhuma,fallback_esperado,0
13.24577522277832,7.01693033988704e-06,0.5,-0.4132273589864964,100.0,0.0,nenhuma,fallback_esperado,0
13.769678115844728,6.907527222210774e-06,0.5,-0.4223759115849317,100.0,0.0,nenhuma,fallback_esperado,0
14.29356861114502,7.074895165715134e-06,0.5,-0.4083802004300405,100.0,0.0,nenhuma,fallback_esperado,0
14.817481994628906,6.940560524526518e-06,0.5,-0.4196135871635212,100.0,0.0,nenhuma,fallback_esperado,0
15.341362953186035,6.709189619868994e-06,0.5,-0.4389613803157281,100.0,0.0,nenhuma,fallback_esperado,0
15.865243911743164,7.039892807370052e-06,0.5,-0.4113071820663119,100.0,0.0,nenhuma,fallback_esperado,0
16.389148712158203,7.154399554565316e-06,0.5,-0.4017318516567025,100.0,0.0,nenhuma,fallback_esperado,0
16.91305160522461,7.4969248089473695e-06,0.5,-0.3730890636579242,100.0,0.0,nenhuma,fallback_esperado,0
17.43694305419922,7.432857273670379e-06,0.5,-0.3784465454992376,100.0,0.0,nenhuma,fallback_esperado,0
17.96082305908203,7.113077572284965e-06,0.5,-0.4051872954904154,100.0,3.0,gray_otsu,snap_3→100,0
18.48470687866211,7.171083325374639e-06,0.5,-0.4003367144976228,100.0,0.0,nenhuma,fallback_esperado,0
19.00860023498535,7.102411018422572e-06,0.5,-0.4060792584538741,100.0,0.0,nenhuma,fallback_esperado,0
19.53251075744629,7.121295766410185e-06,0.5,-0.4045000702740261,100.0,0.0,nenhuma,fallback_esperado,0
20.05642318725586,7.406577879010001e-06,0.5,-0.3806440918709683,200.0,0.0,nenhuma,fallback_esperado,0
20.580326080322266,6.702461178065278e-06,0.5,-0.4395240288494651,200.0,0.0,nenhuma,fallback_esperado,0
21.10420799255371,7.064047167659737e-06,0.5,-0.4092873361945915,200.0,0.0,nenhuma,fallback_esperado,0
21.628114700317383,6.956062861718237e-06,0.5,-0.4183172443333581,200.0,0.0,nenhuma,fallback_esperado,0
22.152002334594727,6.9763095780217554e-06,0.5,-0.4166241650776421,200.0,0.0,nenhuma,fallback_esperado,0
22.675880432128903,7.305195595108671e-06,0.5,-0.389121923001571,200.0,0.0,nenhuma,fallback_esperado,0
23.199783325195312,7.51806555854273e-06,0.5,-0.3713212231817888,200.0,0.0,nenhuma,fallback_esperado,0
23.723690032958984,7.259829999384237e-06,0.5,-0.3929155035453398,200.0,0.0,nenhuma,fallback_esperado,0
